id,text,label,dataset_type,predict_label
66612," mà tới nước này sao có thể tính ra được, bởi nếu tính kỹ ra thì từ hlv, quản lý..",1,dev,0
66622," có đơn gửi phường đề nghị được khai thác rừng trồng, được sử dụng xe xúc san gạt đất lở. phường đã xác minh, đồng ý cho làm. đại diện chủ rừng đã ký hợp đồng thuê xe của công ty hồng hoa long để sửa đường, khai thác keo… ngày 20-7-2019, phường lập đoàn kiểm tra, lập biên bản, tạm giữ xe đào của công ty",1,dev,0
66632," ông thayer nói với bbc rằng, yêu sách của trung quốc ở biển đông được cho là đại diện cho thách thức quan trọng nhất đối với trách nhiệm bảo vệ chủ quyền và toàn vẹn lãnh thổ việt nam của đcsvn. về quan hệ với phương tây, khi các chính quyền liên tiếp của mỹ xem việt nam là một đối tác an ninh đầy triển vọng, họ hoàn toàn hiểu rằng, với chính sách bốn không của mình, việt nam sẽ không tham vào liên minh chống trung quốc do mỹ dẫn dắt.",0,dev,1
66636," thậm chí, người này còn có clip rao bán cả mặt hàng máy cạo râu cho người mặc đồng phục csgt trong lúc đang làm nhiệm vụ.",0,dev,1
66637,"câu chuyện lớn ở ao hạ long (phần 2) 08/11/2023 nguyễn huy cường một nhà báo tầm trung có một phản biện câu chuyện “hòn non bộ” với vài luận điểm, đại ý như sau: a. khu vực này khi nước thuỷ triều xuống thì dơ bẩn, hôi hám, chỉ đẹp khi nước thuỷ triều lên. nên việc đổ đất lấp cái dơ bẩn thay vào bằng cái đẹp đẽ, hiện đại, sinh lợi là hợp lý",0,dev,1
66638," nhà báo này và phe cánh của anh gọi những người phản đối vụ “hòn non bộ” hạ long là bầy đàn, nông nổi và phi lý, họ dùng nhiều câu chữ rất nặng nề để phỉ báng. bài phản biện tại đây: b. dân sở tại không ai thắc mắc, chỉ thấy người ngoài thắc mắc",0,dev,1
66640," biết hai (như ý kiến phản bác của hnà báo này) là kiến thức (có giới hạn). biết hơn hai là tri thức, là văn hoá, là trách nhiệm và chất lượng công dân. thưa quý bạn",0,dev,1
66643," nếu ai đó có thiện ý lấp kín diện tích này thì có nhiều biện pháp khác, trong đó có cả biện pháp sinh học như là dùng những thứ cây thuỷ sinh, cây nước lợ v.v… trồng vào. việc “phủ tràn” bằng vài trăm biệt thự và những dự án sặc mùi thương mại như ở quang hanh, cẩm phả nêu trên một diện tích lớn hơn khu vực “dơ bẩn” nhiều lần, là một lối biện minh rất ấm ớ",0,dev,1
66660,"có ý kiến nhận định: người nông dân ít học nuôi gà, nuôi heo vẫn lãi. tại sao các quan chức có bằng cấp, ai cũng có cao cấp lý luận chính trị, lại được cơ chế đ.ộc quyền, nhưng làm đâu thua lỗ đó",0,dev,1
66665," cũng xung quanh chuyện này, nhiều người cũng đã đặt ra câu hỏi về tính pháp lý của chính cờ vàng và sự xuất hiện của nó ở cấp độ quốc gia và quốc tế? những người vốn kinh qua những năm tháng hãi hùng, đau thương của việt nam cộng hòa (vnch) cũng đặt ra vấn đề liệu có chế tài pháp lý nào để cấm vĩnh viễn sự xuất hiện của nó? về những vấn đề đặt ra, tôi xin được ngắn gọn thế này: thứ nhất, qua tìm hiểu có thể khẳng định hiện trên thế giới chức có bất cứ một chế tài nào cụ thể từ hiến chương liên hợp quốc tới các điều ước cụ thể chi phối việc lá cờ từng là biểu tượng một “thể chế chính trị” thì khi quá vãng, chấm dứt tồn tại có được tồn tại hay không. ở cấp độ quốc tế đó là vấn đề mở. đó cũng là lí do giải thích tại sao dù điều đó không nhận được sự đồng tình của phía việt nam nhưng nhật bản và nhiều quốc gia sở tại nơi cờ vàng từng xuất hiện đều không có bất cứ một chế tài pháp lý nào",0,dev,1
66667,"hcm, ngụ xã hàm trí, h.hàm thuận bắc, bình thuận) về tội “tuyên truyền chống nhà nước chxhcn việt nam” với bản án lần lượt là 10 năm, 6 năm tù giam là ví dụ điển hình cho việc xử lý này. cáo trạng từ phiên tòa ngày 16",0,dev,1
66692,"hcm, vài tháng sau thì khó khăn ập đến. cha mẹ ly tán, ngôi nhà không còn, gánh nặng tài chính nặng nề, phước phải đi ở trọ. bạn cũng bắt đầu phải đi làm thêm để tự lo cho cuộc sống của mình",0,dev,1
66695," vài học kỳ đầu tiên điểm số của phước khá tốt, bạn được tham gia nghiên cứu khoa học cùng các giảng viên trong khoa. tuy nhiên đến năm thứ 3, áp lực kinh tế đè nặng hơn, hoàn cảnh của gia đình càng khó khăn hơn gấp bội. “vài học kỳ đầu tiên mẹ vẫn ráng lo cho em có tiền đóng học phí, nhưng sau đó không nổi…”, phước buồn bã hồi tưởng",0,dev,1
66702," lúc này thì chủ tọa của hội nghị mới lên tiếng bổ sung: “mong mọi người chú ý rằng tại nền kinh tế thị trường thì mỗi khách hàng trong đời đều sẽ mua ít nhất 50 cái quần để mặc. tức mỗi khách hàng sẽ đem về cho vị doanh nhân thuộc nền kinh tế thị trường đây tổng là 250 đồng lợi nhuận. còn tại nền kinh tế định hướng, thì mỗi người cả đời sẽ chỉ mua nổi 1 cái quần để mặc, rách thì vá còn vá không được thì độn lá vào mà mặc tiếp",0,dev,1
66703," đợi chết thì tuột ra mà thừa kế lại cái quần đó cho con cái.” * 293) đỉnh cao trí tuệ khi có dấu hiệu suy thoái kinh tế tại nền kinh tế thị trường. thì ngay lập tức giới chính khách, các kênh truyền thông và các chuyên gia kinh tế liền phối hợp để vừa đưa ra khuyến cáo vừa hù dọa người dân",0,dev,1
66707," rồi giải thưởng đó chỉ có giá trị khi nhận được sự đồng thuận của giới chuyên môn, còn không thì cả giải thưởng và người được nhận kia đều sẽ trở thành trò hề. còn tại xứ độc tài, thì vào đêm trước buổi lễ trao giải, người sắp được nhận giải sẽ cầm phong bì hoặc trần truồng mà lẻn vào nhà ban giám khảo. rồi mặc kệ giới chuyên môn xứ độc tài có ca ngợi giải thưởng và người được nhận đến như thế nào thì với khán giả, tất cả đều cũng chỉ là trò hề",0,dev,1
66722,"hà nội: dự kiến xây 3 toà nhà hơn 2o tầng thay thế khu tập thể thành công quận ba đình (hà nội) vừa tổ chức hội nghị lấy ý kiến cộng đồng dân cư về phương án tổng mặt bằng, phương án kiến trúc sơ bộ để cải tạo khu tập thể thành công (gồm cụm nhà g6a, g6b, g22, g23, g24). theo phương án đề xuất của quận ba đình, tổng diện tích khu đất nghiên cứu quy hoạch khoảng hơn 20.000m2",0,dev,1
66731,"người ta đã từ chối thì im đi cho đỡ nhục, lại còn kể ""nhiều lần nhắn tin, gọi điện"". thế hoá ra phóng viên rặt cái bọn khủng bố viễn thông hay sao? ấy vậy mà phóng tinh viên đưa luôn cái tin tức mới nhất là ""vẫn chưa có tin tức gì"". không thể hiểu báo này là báo gì nữa!",0,dev,1
66738," bưu điện thành phố hồ chí minh hiện tọa lạc tại số 125 hai bà trưng, phường bến nghé, quận 1.",0,dev,1
66743,"""việt nam nằm trong số năm quốc gia bỏ tù nhiều nhà báo nhất thế giới trong năm qua với tổng số 19 nhà báo đang bị cầm tù, chỉ đứng sau các nước trung quốc, myanmar, belarus và nga. uỷ ban bảo vệ nhà báo (cpj) hôm 18/1 công bố báo cáo năm về số lượng nhà báo đang bị cầm tù trên toàn thế giới và cảnh báo con số này đang ở mức kỷ lục với 320 nhà báo trên toàn thế giới được ghi nhận đang phải ở sau xong sắt tính đến ngày 1/12/2023. hơn một nửa số nhà báo này đang phải đối mặt với các cáo buộc đưa tin sai sự thật, chống nhà nước và khủng bố",0,dev,1
66747," 2. phạm tội gây ảnh hưởng xấu đến an ninh, trật tự, an toàn xã hội, thì bị phạt tù từ 02 năm đến 07 năm. thoạt nghe, điều luật này có vẻ… có lý",1,dev,0
66750," ban phát quyền là giả định phổ biến trong các xã hội quân chủ – một loại hình xã hội xoay quanh một cá nhân hay một dòng họ. vì con người có sẵn quyền tự do như vậy, họ có thể lạm dụng quyền đó để gây hại cho người khác. nếu ai cũng có quyền tự do tuyệt đối thì hậu quả là một xã hội loạn lạc",1,dev,0
66754," [4] chẳng hạn, nhà nước có quyền triệu tập nhân chứng để phục vụ việc xét xử tại một phiên tòa hình sự. đó là cách tiếp cận của những người theo trường phái nhà nước tối thiểu (minimal state). dần dần, người ta xây dựng những mô hình nhà nước lớn hơn, có mức độ can thiệp sâu hơn vào xã hội, giới hạn nhiều quyền hơn, đánh thuế cao hơn và cung cấp nhiều dịch vụ hơn",1,dev,0
66805," kết quả xác minh ban đầu thể hiện, số tiền trên là của ông l.đ.s",0,dev,1
66814," ba người thân yêu đi tù đã truyền cho cô sức mạnh để vượt qua những khó khăn đổ dồn lên số phận của gia đình sau đó. ""người mẹ nào cũng thương con nhưng để một người phụ nữ hy sinh cả hai đứa con trong một công cuộc đấu tranh thì ít người mẹ nào làm được như mẹ chồng tôi. mẹ tôi lúc nào cũng sống với lý tưởng, bảo ban các con là phải lên tiếng dù có đi tù hay chết đi chăng nữa,"" thu nói",0,dev,1
66815," ông phương bị kết án 10 năm tù. bà thêu và ông tư bị tám năm tù giam, ba năm quản chế. ""ngục tù chỉ có thể giam được thân thể chứ không thể nào bóp nghẹt được tinh thần mọi người,"" thu nói với bbc news tiếng việt",0,dev,1
66836," trở lại với vụ án ba viên công an bắn dê của người dân, công an thành phố hà nội cũng chỉ báo tin đã khởi tố ba nghi can này về tội trộm cắp rồi sau đó không thấy cung cấp thêm các thông tin diễn biến quá trình điều tra vụ việc. đây là những điều rất bất bình thường so với các vụ án mà nghi can là dân thường. --- ba khía",0,dev,1
66842,.. “trốn thuế”,1,dev,0
66873,".rồi được tặng cho cái ghế đại biểu quốc hội suốt mấy khóa liền. lâu lâu diễn trò để dắt mũi người dân, làm ông này bà nọ, lễ lạt hội xôm, cơm áo đầy bao, phe cánh đầy đàn, ngồi mâm cao trong hàng ngũ trí thức sĩ phu",1,dev,0
66875," còn đứa con trai đang đi lính thì bị tước quân hàm, cho đi đào hầm không công 18 tháng rồi đuổi khỏi quân ngũ, tới đôi giày cũng không cho mang ra khỏi doanh trại. đảng là gì? đảng cộng sản là gì? cứ hỏi người cựu đảng viên đó thì sẽ biết, rằng: đảng cộng sản là một đám sinh ra từ dối trá và ngu dốt, để rồi phải mãi mãi tồn tại bằng dối trá và ngu dốt. * 32) năm 1987, cảnh sát hoàng gia hong kong mở chiến dịch truy quét ma túy quy mô lớn nhất từng có, rồi cảnh sát đài loan và ma cao cũng hưởng ứng theo, còn chính quyền singapore thì đoạn tuyệt với việc trung chuyển hàng cấm, khiến thị trường ma túy của cả châu á biến động",1,dev,0
66876," cùng năm đó, do không bán được, nên 14 tấn ma túy trong hai mùa thu hoạch của khu vực tam giác vàng đã được quân đội việt nam lấy về, chia ra rồi bán vào thị trường trong nước. bắt đầu mở ra thời đại cái chết trắng ở việt nam, kéo dài suốt hai thập kỷ. tất cả chỉ vì tiền vàng trong dân thôi",1,dev,0
66890,"☭ đồng chí trần sỹ thanh giữ chức phó bí thư thành ủy hà nội --- bộ chính trị quyết định điều động, phân công, chỉ định đồng chí trần sỹ thanh, ủy viên trung ương đảng, tổng kiểm toán nhà nước tham gia ban chấp hành, ban thường vụ và giữ chức phó bí thư thành ủy hà nội nhiệm kỳ 2021-2025. --- ảnh: tl tân phó bí thư hà nội là một người con xứ nghệ",0,dev,1
66918," trong khoảng thời gian từ tháng 3.2017 - 9.2019, dũng đã làm, đăng tải 12 video trong đó có 5 video có nội dung tuyên truyền thông tin xuyên tạc đường lối, chính sách của nhà nước cộng hoà xã hội chủ nghĩa việt nam lên tài khoản facebook trên",0,dev,1
66919," các video này còn có nội dung phỉ báng chính quyền nhân dân, tuyên truyền luận điệu chiến tranh tâm lý, phao tin bịa đặt gây hoang mang trong nhân dân như: đóng cửa fomosa, toàn cảnh thảm họa môi trường biển việt nam phần 3, bản tin về môi trường, ai chịu trách nhiệm về các hành vi vi phạm nhân quyền của lính tráng an ninh - xâm phạm quyền tự do đi lại của công dân. sau khi bị cơ quan an ninh điều tra khởi tố, lê văn dũng đã bỏ trốn. đến ngày 3",0,dev,1
66920,"6.2021, lê văn dũng bị cơ quan an ninh điều tra bắt theo lệnh truy nã khi đang lẩn trốn tại nhà nguyễn văn sơn ở huyện ứng hòa, hà nội. hy vọng cái kết đó cho dũng vôva cũng đủ để anh tỉnh ngộ mà quay đầu",0,dev,1
66923," ngoài ra, dương thường xuyên có mặt tại các địa điểm làm nhiệm vụ của lực lượng cảnh sát giao thông để ghi hình, gây khó khăn cho các lực lượng làm nhiệm vụ. nghiêm trọng hơn, dương đã có hành vi đe dọa cán bộ cảnh sát giao thông, đòi tiền ""bồi dưỡng"".",0,dev,1
66931," hãy tự mình giữ gìn quyền sự tôn nghiêm phẩm giá của bản thân và luôn đòi hỏi sự tôn trọng. và hãy lên tiếng khi mình hay bạn bị bạo hành và bị đối xử bất công, sẽ có người lớn đứng ra bảo vệ các em. nghĩa vụ của các em là học tập, tuân thủ nội quy (đúng pháp luật) của nhà trường, chung tay xây dựng môi trường học đường văn hóa, văn minh",0,dev,1
66933," nếu các em vẫn còn phủ phục trước những sai trái bất công, thì ngày mai em út và con cái các em vẫn sẽ phải gánh trên vai tất cả những tổn thương và đau khổ của hôm nay mà các em đã để lại bằng sự sợ hãi và vô trách nhiệm của mình. theo tôi, đối với cha mẹ, điều quan trọng nhất là các vị phải làm gương bằng chính trách nhiệm công dân của mình: biết lên tiếng trước những sai trái nhiều mặt của nhà trường và xã hội, dám đấu tranh cho lẽ phải và biết sống một cách công chính. cha mẹ cũng không chỉ bênh vực và bảo vệ con cái mình là đủ",0,dev,1
66952," khai thác lậu bán cho trung quốc xong lại nhập chính ngạch về việt nam. bằng chứng là đám than tặc bây giờ toàn là doanh nghiệp tỷ đô, triệu đô đếm không xuể. tài nguyên than có thì không dùng được, xúc đi bán xong lại nhập than về",0,dev,1
66953, nhập về đắt hơn nhiều lần thì lợi ích nhóm mới có cái mà ăn chia với nhau. truyền thông thì liên tục hô hào đến năm 2045 việt nam là nước phát triển rồi mà giờ dân vẫn lo thiếu điện. hạnh nhân,0,dev,1
66964,dự án gần 10.000 tỷ chống ngập cho tp.thủ đức ban quản lý dự án đầu tư xây dựng hạ tầng đô thị (bql) vừa gửi ubnd tp,1,dev,0
66965,"hcm tờ trình đề xuất đầu tư dự án quản lý rủi ro ngập lụt ở thủ đức. theo tờ trình, dự án có ba hợp phần chính, tổng mức đầu tư hơn 430 triệu usd (tương đương hơn 9.900 tỉ đồng)",1,dev,0
66966," trong đó đề xuất vay ngân hàng thế giới (wb) 350 triệu usd (tương đương 8.085 tỷ đồng) để xây dựng các hạng mục công trình, còn lại là vốn đối ứng của tp.hcm để giải phóng mặt bằng",1,dev,0
66967," tp.hcm đã từng chi hàng trăm nghìn tỷ vào các dự án chống ngập nhưng kết quả đâu lại vào đấy, hễ cứ mưa lớn là lại ngập. dân ngao ngán khi thành phố lại đề xuất thêm các dự án chống ngập hàng chục nghìn tỷ, vì chẳng ai còn tin tp",1,dev,0
66968,hcm sẽ hết ngập. tp.hcm cũng từng quảng bá rầm rộ về “siêu dự án chống ngập” 10,1,dev,0
66969,000 tỉ đồng ở tphcm do tập đoàn trung nam làm nhà đầu tư. nhưng dự án khởi công tháng 6/2016 hẹn 3 năm mà 7 năm vẫn chưa xong. bây giờ lại tiếp tục đi vay tiền nước ngoài để vẽ thêm “siêu dự án chống ngập” khác,1,dev,0
66975,"hôm 4/5, bộ ngoại giao việt nam yêu cầu phía úc dừng lưu hành đồng tiền lưu niệm hai đô la úc có in hình cờ vàng ba sọc do công ty royal australia mint và bưu chính úc phát hành. nói với bbc news tiếng việt ngày 5/5, giáo sư nguyễn văn tuấn từ đại học new south wales (úc) cho rằng bộ ngoại giao việt nam ""phản ứng thái quá"", nhất là khi nói có đe doạ về quan hệ ngoại giao. ""trong mối quan hệ ngoại giao việt nam - úc, úc giúp rất nhiều cho việt nam hơn là ngược lại",1,dev,0
66976," việc bưu chính úc in cờ hay biểu tượng vnch trên đồng xu của úc là chuyện nội bộ trong lễ anzac - lễ tưởng niệm những binh sĩ úc, tân tây lan đã hi sinh trong các cuộc chiến). ""úc từng là đồng minh của vnch và đã có 500 binh sĩ úc hi sinh trong cuộc chiến 1962-1972 ở việt nam, nên việc ghi nhận sự hi sinh đó trong ngày lễ anzac năm nay, 2023 là có thể hiểu được. ""nên nhớ rằng các cựu chiến binh vnch vẫn có quyền hưởng trợ cấp của chánh phủ úc y như cựu chiến binh úc, do đó việc vài chánh phủ địa phương ở úc công nhận lá cờ vnch như là một biểu tượng cộng đồng là bình thường",1,dev,0
66982,"""người nhà của nhà báo nguyễn vũ bình mới đây được phía công an cho biết, ông bị bắt tạm giam với cáo buộc “làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm nhằm chống nhà nước cộng hòa xã hội chủ nghĩa việt nam” theo điều 117 của bộ luật hình sự. [.",0,dev,1
66984," ông nguyễn vũ bình, 56 tuổi, từng có thời gian làm phóng viên trong vòng 10 năm cho tờ tạp chí cộng sản, trước khi trở thành một nhà hoạt động nổi tiếng ở hà nội và có nhiều bài viết cộng tác cho trang blog của rfa.""",0,dev,1
66986," tuy nhiên, một số người dân bị thu hồi đất ở việt nam không tin mọi sự thay đổi sẽ đem lại điều tốt đẹp hơn. [.",1,dev,0
66988,"""",1,dev,0
66997,""" vẫn khá có lý với bối cảnh. nếu ai đã từng đi du học thì đều biết hai cường quốc này cũng có học lực rất mạnh. mạnh hơn hay không thì cần người đã từng đi ra ngoài xác nhận vì mình sợ ý kiến chủ quan sẽ gây tự ái góc nhìn của đại đa số chưa từng đi ra khỏi làng",0,dev,1
66998," người đức, người nhật, người do thái, người châu phi hay người ả rập, ai ai cũng đều giỏi cả. mà trong mỗi dân tộc cũng có người này người kia nên việc vơ đũa cả nắm là không bao quát. đã tới lúc nên dừng lại những bài hịch kiểu như thế này, tới lúc dừng tự khen mỗi ngày",0,dev,1
67004," tên này còn gọi là lâm bún bò, tự xưng là peter lâm bùi, ""thánh rắc muối"", là đệ tử trong ""hội yêu đồ lính""; các hội kiểu này thực chất đều có những điều không bình thường. từ 2013 đến nay, bùi tuấn lâm thường xuyên sử dụng mạng xã hội để đăng tải nhiều bài viết, video, livestream có nội dung xuyên tạc chủ trương, đường lối, chính sách của đảng, nhà nước. việc bùi tuấn lâm bị khởi tố, bắt tạm giam để điều tra là kết cục tất yếu của một chuỗi quá trình hoạt động vi phạm pháp luật và chống phá nhà nước với ảo tưởng thay đổi chế độ xã hội chủ nghĩa tại việt nam",0,dev,1
67005," dự báo, sau khi thông tin bùi tuấn lâm bị bắt, chắc chắn rfa, bbc và các tổ chức phản động sẽ lại xuyên tạc bản chất vụ việc và hướng lái dư luận chĩa mũi dùi vào ngành công an. nđ",0,dev,1
67012," lẽ vì thế, đồng ý rằng việc có mặt ngay cung thánh khi đang diễn ra thánh lễ để ngăn cản dù có sự đường đột, ảnh hưởng tới niềm tin, đức tin tôn giáo của những người có mặt song hành động đó có thể cảm thông và sẻ chia hơn là lên án và nói ra những lời khó nghe! luật sư vova",1,dev,0
67018,"chuyện ""thâm cung bí sử"" của các bậc phụ huynh ***** 1) tôi 25 tuổi, là con gái ""rụ"" trong nhà, kinh tế gia đình ổn định, công việc của tôi cũng tốt, ba mẹ khỏe mạnh, bình thường. ngoài những lúc bị hối thúc đi lấy chồng ra thì cuộc sống của tôi đúng là viên mãn. có chăng là thỉnh thoảng tôi lại phải đau đầu suy tư về đời sống tình cảm của hai người già trong nhà, cứ cách lâu lâu họ lại mặt nặng mày nhẹ với nhau, giận hờn đủ kiểu, cứ làm như còn là con nít tuổi teen không biết chừng",0,dev,1
67023," phải cố làm công việc của một đứa con gương mẫu thôi. chuyện phụ mẹ giận ba thì dễ rồi, việc đó tôi quen từ nhỏ, đến lúc lớn thỉnh thoảng muốn xin thêm tiền tiêu vặt thì cũng có đem ra xài. chuyện làm mẹ vui lên mới khó, cứ như là dỗ dành bạn nhỏ vậy, phải chơi chung, ăn hàng chung, nói xấu chung",0,dev,1
67027," đêm nay, đã quá giờ đi ngủ bình thường, tôi bất chợt đau bụng đi nặng. hình như là do bà bán nem cuốn rửa rau không sạch, hoặc là vậy, hoặc là do tôi một mình ăn hết hai phần nem lớn với năm xiên thịt nướng tráng miệng. lúc xong xuôi, khi đi ngang qua phòng ba mẹ, thấy cửa hé hé, lại có âm thanh tần số lạ phát ra",0,dev,1
67035," trong thời gian chấp hành án tù, trần thị nga thường xuyên không tuân thủ quy định của trại giam, khi được gọi điện cho người thân thì vu khống bị cán bộ trại giam “đàn áp, tra tấn”… tuy nhiên, với chính sách nhân đạo, trần thị nga đã được ra tù trước thời hạn và ngày 10/1/2020 bị trục xuất, sang định cư tại mỹ cùng 3 người thân trong gia đình. như thường lệ, khi trần thị nga bị bắt, xét xử và thi hành án, một số tổ chức, cá nhân thù địch ở nước ngoài lợi dụng vấn đề dân chủ, nhân quyền đã tiến hành nhiều hoạt động chống phá việt nam. các đối tượng tung hô trần thị nga là “người đấu tranh cho những thân phận bị dồn vào đường cùng”; “người đã hết mình cho cuộc chiến bất bạo động, vì những quyền tự do căn bản, bất chấp những truy bức, hành hạ, ngược đãi”; “tù nhân lương tâm”; “một blogger hoạt động bảo vệ cho những công nhân nhập cư”; “nhà hoạt động nhân quyền”… đồng thời, các đối tượng phát tán nhiều tài liệu xuyên tạc, bóp méo vấn đề dân chủ, nhân quyền ở việt nam",0,dev,1
67037," ngày 7/3/2019, tổ chức phóng viên không biên giới (rsf) ra “thông cáo báo chí” về tình trạng của những nữ tù nhân trên khắp thế giới, tung tin xuyên tạc đối tượng trần thị nga đang bị giam giữ trong những điều kiện “vô nhân đạo” và kêu gọi việt nam “trả tự do ngay lập tức, vô điều kiện” cho đối tượng này. tháng 5/2019, bên lề sự kiện “đối thoại nhân quyền” giữa việt nam và mỹ, scott busby - phó trợ lý ngoại trưởng mỹ về dân chủ, nhân quyền và lao động, bộ ngoại giao mỹ đã gặp gỡ trần thị nga trong trại giam. ngày 1/2/2020, tổ chức chống tra tấn và án tử hình của pháp fondation (acat - france) đã cổ suý cho nga khi trao cho đối tượng này cái gọi là “giải thưởng nhân quyền engel-du terte năm 2019” với lý do “để khen thưởng và ủng hộ cuộc đấu tranh vì quyền con người ở một đất nước, nơi mà những người bảo vệ nhân quyền - tiếng nói độc lập cuối cùng - bị cầm tù”",0,dev,1
67038," trước đó, tháng 12/2018, tổ chức khủng bố việt tân cũng đã trao cho đối tượng này cái gọi là “giải thưởng nhân quyền lê đình lượng”… những việc làm trên thực chất là những hoạt động của một số tổ chức, cá nhân có tư tưởng thù địch với việt nam, tìm mọi cách để hà hơi, tiếp sức cho những đối tượng vi phạm pháp luật, là những thủ đoạn cụ thể trong chiến lược “diễn biến hòa bình” chống phá việt nam. kể từ 10/1/2020, trần thị nga bị trục xuất, đến mỹ để định cư cùng 2 con nhỏ và một người già, ở một nơi mà nhiều người vẫn gọi là “thiên đường tự do”. tuy nhiên, sau gần hai năm sống trên đất mỹ, trần thị nga đã vỡ mộng về “miền đất hứa” và quá bức xúc khi phải lên mạng xã hội để than thở",0,dev,1
67069," và không chắc được rằng nữ tài xế sẽ đe doạ tính mạng của bao nhiêu người tham gia giao thông khi điều khiển xe trong tình trạng say xỉn. nếu như csgt tiếp tay bao che thành công, thì người dân sẽ phải chịu oan ức và phẫn nộ tới cỡ nào. vậy là chỉ cần xưng ra có quan hệ với quan chức, lãnh đạo, thì bất luận đúng sai thế nào cũng sẽ được lực lượng chức năng hỗ trợ bao che hết sức",0,dev,1
67070," nó đã thành cái luật bất thành văn, cứ bị gì là lôi đầu mấy ông to bà lớn làm quan ra để nương tựa, và nhờ đó tha hồ tác oai tác quái khắp mọi nơi. đúng chất một tên làm quan cả họ được nhờ. đây cũng là một hình thức tham nhũng về chức quyền và sự tín nhiệm",0,dev,1
67071," vì vậy, nếu ông trọng luôn tự xưng rằng công tâm, quyết liệt chống tham nhũng, cần phải có bộ luật phạt gấp đôi đối với những kẻ cậy quyền, sử dụng mối quan hệ với quan chức để chạy tội. có như vậy mới làm gương cho dân, và mới lấy lại niềm tin đã mất dân mình. linh linh",0,dev,1
67094, nguyễn đình thắng.,1,dev,0
67106, liệu đây có phải là màn trả thù của công an dành cho tuấn? cô ba,0,dev,1
67127, Chu kỳ đo đếm dài hai tháng để được ghép vào bậc tính điện tăng. Dân sự không có quyền phản đối độc quyền. Chắc chắn sẽ có hai nhà cung cấp điện sinh hoạt,1,dev,0
67129," Để tiến tới Chủ nghĩa xã hội, nếu Cuba tăng giá xăng x5, thì các quốc gia đồng minh của họ cũng phải theo chân họ. Hạnh phúc",1,dev,0
67133,"góc cảnh báo: làm giả lệnh bắt tạm giam để lừa đảo chiếm đoạt tài sản thời gian qua, trên địa bàn huyện chư prông xuất hiện một số đối tượng xấu làm giả lệnh bắt tạm giam của cơ quan pháp luật để thực hiện các hành vi lừa đảo chiếm đoạt tài sản. các đối tượng xấu mạo danh là người của viện kiểm sát, công an (điều tra viên) nhắn tin qua mạng xã hội zalo cho người bị hại, nói họ đang là nghi can liên quan đến vụ án buôn bán ma tuý và rửa tiền, yêu cầu nạn nhân chuyển tiền cho chúng để thoát tội. đồng thời, các đối tượng này còn làm giả lệnh bắt tạm giam gửi cho nạn nhân, đe dọa nếu không gửi tiền sẽ bị bắt giam",0,dev,1
67134," lệnh bắt được làm giả trông như thật, đều có số văn bản, ngày tháng và chữ ký, dấu đỏ của viện kiểm sát nhân dân tối cao. theo quy định, việc bắt bị can, bị cáo để tạm giam là một biện pháp ngăn chặn trong tố tụng hình sự, bắt người đã bị khởi tố về hình sự hoặc người đã bị tòa án quyết định đưa ra xét xử để tạm giam nhằm ngăn chặn bị can, bị cáo tiếp tục phạm tội cũng như tạo điều kiện thuận lợi cho việc điều tra, truy tố, xét xử và thi hành án hình sự. khi tiến hành lệnh bắt bị can, bị cáo phải có đại diện chính quyền cấp xã hay đại diện cơ quan, tổ chức nơi người bị bắt cư trú, làm việc",0,dev,1
67140,.. thật may mắn mà tôi còn sống,1,dev,0
67143," mà như chúng ta đang thấy, họ còn đứng lên cùng chính phủ đoàn kết một lòng, sát cánh bên nhau để đánh đổ cả độc tài khổng lồ nước ngoài xâm lăng họ. tức là trong một thời gian ngắn họ đánh đổ cả hai nền độc tài trong và ngoài nước. vì vậy mà dân tộc ukraine rất xứng đáng là tấm gương sáng cho chúng ta học tập và noi theo",1,dev,0
67153, [..,1,dev,0
67157,"tôi vốn không ưa cách live stream công kích nhiều người một cách kém văn hóa của bà nguyễn phương hằng, nên rất muốn bà im mồm để xã hội bình yên và văn minh, nhưng việc bắt giam bà đặt ra nhiều vấn đề sau đây cần xem xét: 1) tâm lý hoặc cảm xúc ghét và giận bà hằng của rất nhiều người liệu khiến ta nên trông mong, thậm chí hả hê khi bà bị bắt hay không? 2) pháp luật có nhiều công cụ khác nhau để xử lý và điều chỉnh hành vi con người, trong đó có cả biện pháp dân sự và hành chính. những người có quyền lợi và thanh danh bị xâm hại bởi bà hằng đã sử dụng những biện pháp đó chưa? 3) biện pháp hình sự hóa phải chăng là giải pháp duy nhất của cơ quan thi hành pháp luật và hệ thống pháp luật trong trường hợp này? 4) điều 331 của bộ luật hình sự là một quy định mơ hồ, nên việc viện dẫn nó để bắt giam công dân là điều đáng lo ngại đối với một nhà nước pháp quyền mà hiến pháp hiện hành xem là nền tảng. 5) giải pháp hình sự, nhất là khi dựa trên điều 331, quả thật gửi đi một thông điệp nguy hiểm rằng bất kỳ tiếng nói nào có ảnh hưởng xã hội đều đối diện nguy cơ bị dập tắt bằng nhà tù",0,dev,1
