id,text,label,dataset_type,predict_label
40845,"cục trưởng thanh tra nhnn nhận hối lộ 5,2 triệu đô nói muốn trả lại mà không được bà đỗ thị nhàn, cựu cục trưởng thanh tra của ngân hàng nhà nước (nhnn), thừa nhận bản thân đã nhận của võ tấn hoàng văn (cựu tổng giám đốc scb) 4 lần, tổng số tiền là 5,2 triệu usd và cho rằng ""nhiều lần liên hệ trả lại nhưng không được"". bà nhàn cho hay bản thân không muốn nhận tiền nhưng bị võ tấn hoàng văn dọa: ""đừng làm khó văn và cũng đừng làm khó bản thân"". làm cán bộ bao nhiêu năm mà bà nhàn vẫn rất ngây ngô, không muốn nhận tiền nhưng lại miễn cưỡng nhận đến 4 lần",0,train,1
3172,Lê Thanh Tâm mấy anh trên núi tởm thậttt,1,train,0
29230,Tuổi thơ của tôi đã tưng như thế này . :),0,train,1
2664,Bú bóng cao su ha gì cười ghê z abe :)),1,train,0
38120,".."" Tiền không được trả lại",1,train,0
5496,Nhìn chúng nó cmt mà đắng bạn à =))))))),0,train,1
42618,"phòng khám đa khoa hùng vương - sơn dương (tuyên quang) nhận được 1 cuộc gọi hỗ trợ y tế từ người dân khu vực xã tân trào về tình trạng có người mất ý thức. theo lời người dân kể, nam thanh niên chơi đá bóng đến tầm 17h thì kêu mệt nên ra sân nằm nghỉ. trận bóng tiếp tục diễn ra, đến khoảng 17h30 có người phát hiện nam thanh niên không cử động, mất ý thức nên gọi trạm y tế kiểm tra và gọi cấp cứu tới hỗ trợ",0,train,1
6341,Theo mình thì treo cổ lên chứ đừng nguyền rủa......,1,train,0
39078,"quán phở gạc ma trường sa có lẽ người việt nam nào cũng thích phở. việt nam có nhiều quán phở ngon rải đều trên khắp cả nước. tôi đã thưởng thức gần trọn các tô phở danh bất hư truyền trên đất nước, nhưng tôi vẫn ao ước được đến ăn phở của quán phở gạc ma- trường sa nằm trên đường tăng bạt hổ, thành phố quy nhơn, tỉnh bình định",0,train,1
19567,"Vay rồi bán đảo , bán biển , bán sinh mạng của người dân.",0,train,1
44115," Tuy nhiên, họ không ngờ rằng ngay từ đầu, thằng Hà Nội đã hối lộ hai cơ quan công an, hai viện kiểm sát, hai đảng bộ tòa án và hai tiền tẩu tán sang nước ngoài để con của nó mua nhà ở đó. Theo quyết định của tòa án, bốn người đến từ Bắc, Trung, Nam và Hải Ngoại đều bị kết án tù vì tội vu khống, xuyên tạc, phản động và chống phá thành quả cách mạng của thủ đô Hà Nội anh hùng, làm ảnh hưởng đến sự tin yêu của người dân thủ đô đối với đảng Kể từ đó, người Việt trên khắp thế giới đã tự dặn rằng nếu họ gặp ai đó ở Hà Nội và có thể chết cũng đừng cứu, vì nếu không thì họ sẽ mất dép và bị tù.""",1,train,0
38660,"HÀ NỘI: ĐOẠN ĐƯỜNG 2 KM LÀM HƠN 10 NĂM CHẢ XONG NỔI CHẲNG LẼ LẠI QUY CHO ""PHẢN ĐỘNG""? Ngày 10 tháng Ba năm 2024, báo chí đưa tin rằng đoạn đường dài hai dặm ở Hà Nội, trị giá 1.300 tỷ đồng, đã bị trì hoãn hơn mười năm. Theo đó, đường Vành đai 2,5 đoạn Đầm Hồng - Quốc lộ 1A dài 2 km với tổng mức đầu tư 1",1,train,0
343,Trèo cao ngã đau nhé thầy ngu,1,train,0
40999,"lại chuyện 350.000 tỷ đồng cho chấn hưng văn hoá, bị chê quá ít tại cuộc gặp mặt giữa lãnh đạo đảng, nhà nước với các đại biểu trí thức, nhà khoa học, văn nghệ sĩ xuân giáp thìn 2024 diễn ra ngày 29/2. nhà thơ nguyễn quang thiều - chủ tịch hội nhà văn việt nam - cho rằng con số 350",0,train,1
9558,Khoe cho qua tượng đau qua ra la một con b d co chi một cay dinh ở giữa han,0,train,1
43741," nghĩ đến chuyện chỗ tiền gửi về kia sẽ phải dùng để nuôi cho béo thây lũ cộng sản, để bọn chúng có thêm sức mà nhồi sọ trẻ con thôi thì đã thấy khổ rồi. có con bé kia, năm nay 22 tuổi, là đồng hương của thằng đó, thậm chí lúc nhỏ từng học chung trường với nhau. anh trai của con bé này đi lên phố làm thợ nề rồi bị té giàn giáo, gãy xương với chấn thương ổ bụng nên cần phải mổ gấp",1,train,0
38878," chỉ khi quá cần thiết và không có phương tiện nào khác hơn, người ta mới phải đi bộ một đoạn đường ngắn. đi bộ nguy hiểm vì phải đi dưới lòng đường, chen lấn với xe cộ đủ loại. tất cả lề đường đều đã bị chiếm làm chỗ buôn bán, làm nơi để hàng ngàn xe gắn máy! chỗ lề đường nào còn trống, thì xe gắn máy lại lưu thông… hai chiều (!) ngay trên vỉa hè! vì vậy, mỗi khi đi phố, tôi phải dùng xe hơi",1,train,0
27665,"Mỗi khi đọc bài liên quan đến người lớn đánh trẻ con là tôi rất ghét, còn trường hợp cha mẹ mà bạo hành chính con ruột mình thì tôi càng không muốn tha thứ.",1,train,0
31988,Thật kỳ lạ là người dân Mỹ lại ủng hộ một người đãng trí như vậy.,1,train,0
38110," anh percy nguyễn cho biết, theo chính báo cáo của nhà nước việt nam với lhq, nạn nhân buôn người khi hồi hương nhận được 6 điểm hỗ trợ: “thứ nhất là khoản chi phí về đi lại. thứ hai là chi phí y tế. thứ ba là khoản chi phí và hỗ trợ về tâm lý",1,train,0
28050,"Thật đê hèn. những tưởng lấy dc 1 tấm chồng để nương tựa, sẻ chia. ai dè lấy nhầm quỷ dữ hại đời 2 đứa con thơ dại. giờ thêm đứa nữa và đứa cháu (con). ko biết rồi sẽ ra sao.",1,train,0
5383,Trần Nhật các cụ có câu : đã ngu còn hay sủa =))))),1,train,0
15998,Tot nhat la tong no vao tu cho sach se,0,train,1
30941,"Giờ sao ai cũng đc đề cử giải này nhỉ, hết Trump rồi đến Putin giờ đến Biden.",1,train,0
7104,Loại này cho dựa cột thôi chứ độ thế nào,1,train,0
3478,Nhìn gớm và tởm vậy,1,train,0
14034,tren tuy ms ở hàn vs tên gọi cánh cmn hoa nhưng ở vn nó đã là trend từ thời ơ cmn kìa vs tên gọi lá cmn mít :3,0,train,1
11284,T nghe dẫn ctrinh mà tao tức,1,train,0
31722,"Chồng mình mà la con gái mình thôi là mình cũng không tha đâu, huống chi cầm roi đánh. Nói nhỏ nhẹ từ từ thuyết phục là con nghe rồi, cần chi phải làm như vậy",0,train,1
199,"Đồng chí nào có lòng tốt ra rước bác về dùm , để đấy mấy con chó nó đái lên thì khổ thân bác tui quá",1,train,0
32209,Tập thể dục kiểu này dễ theo ông bà tổ tiên lắm...!,1,train,0
12461,"Chổ của tui tệ nạn đầy: Đá gà, trộm vặt: Bắt chó, trộm sầu riêng, mutua, mít... Những thằng xì ke thế mà mấy ôg nội tui ko biết, or làm ngơ vì ko phải tài sản của mình?! Từ những chuyện nhỏ ấy làm dân rất bức xúc, có 1lần 1ông bị bắt chó bắn cung lòi ruột thế nhưg CA chẳng tìm ra ai. Thế mà ấp văn hóa mọc khắp nơi. Niềm tin vào CA ngày càg lụi tàn, nhữg chuyện vặt vảnh nhưg xử lí kó xog thì dân tin vào ai?",0,train,1
3799,fai nói 1 điều mày khóc thuê à ad . sẽ sớm thôi mày sẽ bị dờ gáy,1,train,0
346,Quân Anh dơ v bro,1,train,0
12210,"Julia Trần dở ẹc,mà còn hôi mùi bọ xít nữa, k ngon lành gì cả",0,train,1
16636,vl cứ thấy cờ lạ lạ là bảo cờ phản động =)),0,train,1
30355,"đánh vào tâm lý ham của rẻ, đứng ở góc độ người bán thì trừ khi làm từ thiện hoặc bán tháo chuyển nghề chứ trên đời bây giờ làm gì có cái gì ngon, bổ mà lại rẻ !",1,train,0
10472,Cứ mỗi tháng 1 lần đăng lại băng này cho nó lên núi luôn.,0,train,1
1050,Cánh hoa gì lạ l.o.n zị nè Nguyễn Mỹ Diễm,1,train,0
12638,Củng là cháu của ba tu bán chao lòng cháo quyét hahaha dm chi ba bong ỏ gân kho mìn nô banh nhà lòng luon haha,0,train,1
19980,Trần Diên Dưỡng xịn vl,0,train,1
42587," điều 19 công ước về các quyền dân sự và chính trị năm 1966 khẳng định: “việc thực hiện quyền tự do ngôn luận có thể phải chịu một số hạn chế nhất định và những hạn chế này cần được quy định bởi pháp luật, nhằm: a) tôn trọng các quyền hoặc uy tín của người khác; b) bảo vệ an ninh quốc gia hoặc trật tự công cộng, sức khỏe hoặc đạo đức của xã hội”. ở nhiều nước trên thế giới, có thể thấy không thể tồn tại cái được gọi là quyền tự do ngôn luận tuyệt đối. mỗi quốc gia, tùy thuộc vào điều kiện và bối cảnh cụ thể mà đưa ra những giới hạn nhất định đối với việc thực hiện tự do ngôn luận của công dân",0,train,1
28218,Lại thêm một con quỷ đội lốt người.,1,train,0
36480," thế là cả làng ai nấy cũng đều vui, còn người nhà thì nhìn nhau sáng lạn. chỉ có bé thôi mắt vẫn đăm đăm nhìn cành na đó, vẫn thòm thèm chờ gió xuân thổi cho thật nặng trĩu mau lớn những quả na. bé nhìn na rồi bé hứa, rằng khi đã no đẫy thật no rồi thì bé sẽ cùng mẹ đem na tặng mọi người quanh khắp",0,train,1
12516,"Ổng không nói bậy nói bạ ,ổng sống được với đám ba que  à",0,train,1
32333,thôi bỏ cái ý định mở cửa đón khách quốc tế đi,0,train,1
41536," bản báo cáo cũng nói đến một trường hợp liên quan đến một giáo sĩ cao đài 1997. chi phái cao đài 1997 là do đảng cộng sản việt nam thành lập năm 1997 nhằm khống chế và tiêu diệt đạo cao đài—trong năm 2023 vừa qua, đã bị một tòa án ở texas phán quyết là tổ chức tội phạm. báo cáo cho cedaw nói đến trường hợp năm cháu gái ở sở đồng nhi, khi đó 9-12 tuổi, bị giáo sĩ này, khi đó 63 tuổi, cưỡng hiếp nhiều lần năm 2005",1,train,0
36053,"băng và đảng trong một buổi thi vấn đáp môn lịch sử: - anh hãy cho biết, lê lợi là ai? - dạ, em không biết. - thế anh có biết trần hưng đạo là ai không? - dạ, em không biết. - thôi, nếu anh trả lời được câu này, tôi sẽ cho anh qua, anh có biết trưng trắc, trưng nhị là ai không? - dạ em cũng không biết",1,train,0
17761,Kicm ca sĩ từ khi nào :)),0,train,1
38045," Tên miếu được đặt theo sự tích dừng xe cho bú là ""Bú hoài nghìn năm"".",1,train,0
42241," 2/ có bao nhiêu cách phản ứng khi chính quyền mời dân làm việc? chỉ có hai lựa chọn đó là từ chối lời mời hoặc nhận lời mời. 3/ tôi cần phải chọn cách phản ứng nào cho phù hợp với chính tôi? câu trả lời là chỉ có chính bạn mới biết cách nào phù hợp nhất với mình. tuy nhiên, với tư cách là người tư vấn chúng tôi có thể phân tích cho bạn những ưu và nhược điểm của từng cách phản ứng",1,train,0
28994,"Hơn 10 năm rồi tôi chưa hề đụng tới miếng bánh trung thu, nhìn thì ko hấp dẫn mà giá thì mắc, còn loại rẻ thì thôi nuốt ko vô.",1,train,0
3942,"Tôi xin rút kinh nguyệt nhé... mợ, mỗi tháng rút 1 lần nhể",1,train,0
4203,má fong rộng z ma la ngột ngạt me nó,1,train,0
13507,Tự nhiên thấy con đó cái xễu lên xễu xuống à ko biết... 😂,0,train,1
17427,đẳng cấp ko phải là vứt bỏ quê hương để khoác lên mình quốc kỳ của tư bản :) mà phải khiến tư bản cầm quốc kỳ Vn và hát quốc ca Vn :) cho hỏi quốc ca VNCC là bài nào vậy ?? :),1,train,0
39355," việc triệu tập luật sư có thể là bước lùi cho ngành tư pháp và xa hơn, các bị cáo trong các vụ án chính trị, nhạy cảm sẽ không còn người đồng hành, bào chữa theo luật định. điều này thật sự trái với các khẩu hiệu về nền pháp lý xã hội chủ nghĩa mà nhà nước nêu ra lâu nay và chỉ thu hút sự chỉ trích từ quốc tế những ngày tháng tới.""",1,train,0
656,"nên cho mấy lãnh đạo già về nghỉ hưu được rồi , đem mấy cái tư tưởng trước 1975 về nghỉ hưu chung luôn.",1,train,0
20479,Giống cách sống của mình vc. Chả muốn phải tranh đua với ai điều gì,0,train,1
3532,Xe hơi say cm 😂,1,train,0
36407,"nạn nhân của tập đoàn sunshine, ngân hàng kienlongbank, ngân hàng scb và chứng khoán tân việt biểu tình ở bờ hồ hoàn kiếm, hà nội. mọi người hô vang khẩu hiệu yêu cầu ngân hàng nhà nước phải trả tiền, thanh tra ngân hàng nhà nước tiếp tay lừa đảo người dân.",1,train,0
19333,", tết rồi đập heo thôi",0,train,1
31828,"Cảm ơn các bạn. Cần phải mạnh tay xử phạt những cơ sở như này, họ thật sự ko còn tình người nữa, thấy em bé còn sống mà mang vứt bỏ, lương tâm họ để đâu?",1,train,0
28818,"Không nghe nói có liên quan gì với việc hạn chế nhập thịt bò Úc? Ăn thịt heo, thịt gà để thay thế nguồn đạm động vật từ bò?",0,train,1
31536,Giết người thì phải đền tội. Còn kẻ chết cũng không đáng thương vì những kẻ xem thường người khác thì đáng nhân cái kết đáng vậy.,1,train,0
456,Lộc Phát cúttttttttt⛏⛏🔪🔪,1,train,0
1805,Nhìn bộ trên tường vs cái ghế là đúng kiểu bạo dâm,1,train,0
30,"Thôi chết mẹ, hôm nọ thì con mẹ nấm thối kêu gào ông trum ông vại này nọ,giờ lại đến idol trần dần. Đang tự hỏi,không biết con mẹ nấm thối có phải là cộng sản nằm vùng không ?",1,train,0
14236,Khách gửi gỉo trái cây về nước làm quà mà nở lòng nào nó bóc ra ăn,0,train,1
42785," * (* chú ý: ba điều bên trên mới là luận điểm chính giúp hình thành nên hệ thống luận về “quyền tự do ngôn luận”. còn mấy thứ như: báo chí độc lập, tự do học thuật, tự do báo chí, tự do truyền thông, truyền thông độc lập, tự do nghiên cứu - khảo cứu, tự do ấn bản phát hành, tự do tranh luận, tự do phản biện, giáo dục mở, giáo dục nhân bản, giáo dục khai phóng, tự do sáng tác - sáng tạo, truyền thông quốc tế, luật về truyền thông quốc tế, hội báo chí độc lập, hội sáng tác độc lập, tin tức đa chiều, tin tức có nguồn dẫn chứng, tin tức không nguồn dẫn chứng, tuyên truyền, tuyên giáo, tuyên láo.",0,train,1
39925, ăn không từ khe hở nào miễn là móc túi dân được là moi.. mà đâu chỉ mỗi cccd đâu,0,train,1
38519," ""nhưng trung quốc có thể chỉ có một đồng minh: đó là chính trung quốc. trung quốc chỉ có một loạt các lợi ích: đó là phục vụ cho trung quốc. chính sách ngoại giao của trung quốc hoàn toàn không có chủ nghĩa vị tha",0,train,1
31684,em bé là nạn nhân của sự tham lam,1,train,0
19178,Mồm  nói là bố thí giúp đỡ ng nghèo. Miệng mang khẩu nghiệp dù cho chị lm từ thiện tới mấy thì cũng có lỗi với đời vì  chj sinh ra lm con người,0,train,1
2566,Chờ đợi 17 nồi bánh chưng mới đc fan cứng nên cmt cho kh mất chứ ko biết chơi GA,0,train,1
40042," bây giờ kêu “quà quà” thì con quạ trở thành con “quà” trong mắt bọn trẻ. mà cái tiếng kêu ấy, mới thô bỉ tham lam làm sao! còn nhiều, rất nhiều câu chuyện nữa. cuốn sách này đang dạy trẻ em sự ráo hoảnh, trí trá lọc lừa",1,train,0
12800,Yêu lại người yêu cũ cũng giống như đọc lại 1 cuốn sách... cảm súc có thể khác nhau. Nhưng đều có 1 kết thúc.,0,train,1
11177,Thế thằng nào nhận lương từ nhà chúng mày,0,train,1
219,Lão Tập qua đây chả ai quan tâm. Dân còn biểu tình phản đối,1,train,0
31960,"K chung thuỷ với chồng tự rước hoạ vào thân. Chưa ly hôn, trên danh nghĩa vẫn là vc, ấy vậy mà Đào ngang nhiên đánh chồng người ta, kể cũng lạ vì Vĩ quá hiền.",0,train,1
3483,Cái mặt con bò biểu cảm vãi haha.... đhs tự nhiên thèm thịt bò khô,1,train,0
13197,Xúc tích vl :D a,0,train,1
29940,"Bất động sản vẫn luôn là vấn đề nhức nhối,haizzz",0,train,1
41916,"“tột cùng của sự khắc khổ”: câu chuyện những phụ nữ trong gia đình bà cấn thị thêu hải di nguyễn trong gia đình tù nhân lương tâm cấn thị thêu (sinh năm 1962), ba người đang bị cầm tù: bà 8 năm tù, 3 năm quản chế; con trai trịnh bá phương (sinh năm 1985) 10 năm tù, 5 năm quản chế; con trai út trịnh bá tư (sinh năm 1989), 8 năm tù, 3 năm quản chế. còn lại chủ yếu là người già, phụ nữ, và trẻ con. khi một người bị cầm tù, người khổ không chỉ là họ mà còn gia đình, còn chồng, còn vợ, còn con nhỏ",1,train,0
36742," Mặc dù thu nhập thấp nhưng giá xe nội địa vẫn cao ở nước ta. Cơ sở nào được sử dụng để so sánh hai vấn đề hoàn toàn khác nhau? Chuyện giá cả là một thách thức đáng kể đối với các quốc gia thu nhập thấp. So sánh với Nhật Bản và Hàn Quốc trong giai đoạn phát triển, những người tốt đã lấy cái đó để thúc đẩy lòng yêu nước của người Việt Nam",1,train,0
32515,Bài học cho các bà mẹ ly hôn nếu có con gái nên gửi ông bà ngoại rồi tái giá,0,train,1
9897,Không phải dài hay lâu cứ học Trung Quốc cách trồng tham nhũng,0,train,1
4976,Con này nó tưởng nói chuyện vậy là hay mất dạy khốn nạn khẩu nghiệp con trai nó gánh,1,train,0
29629,"Các em đẹp còn hơn hoa, cứ như cùng một mẹ sinh ra, giống nhau như khuôn đúc ấy! ;)",0,train,1
17407,Ai cung phai lon ma phai khong?,0,train,1
2471,Cái con tinh trùng khuyết tật này xaolol mua ko xài được đâu,1,train,0
28043,Đã chay lại còn pate ?Sản xuất không có trách nhiệm với xã hội. Đáng bị trừng trị.,1,train,0
3347,mặt nhìn giống cái âm hộ gái nhật Ge,1,train,0
37022," trong khi đó, theo dõi những video, hình ảnh chụp thánh lễ do tổng giám mục giuse vũ văn thiên, tổng giám mục tgp hà nội chủ sự sẽ thấy số lượng người tham dự rất đông và hầu hết không đeo khẩu trang. đây là vấn đề hết sức nguy cấp và lẽ dĩ nhiên trong tình trạng đó, với trách nhiệm trước người dân, đại diện chính quyền phải có những động thái cụ thể chứ không thể làm ngơ, cho qua một cách lặng thinh. nói như thế để thấy rằng, sự có mặt của 02 đại diện chính quyền (có nguồn tin nói là bí thư đảng ủy và phó chủ tịch ubnd thị trấn vụ bản) là hoàn toàn hợp lẽ",1,train,0
29252,"Trước có xem chương trình talkshow gì đó buổi đêm có chị Thảo Vân dẫn chương trình, thanh niên này kể chuyện gia đình tình cảm, hạnh phúc lắm nhưng chẳng hiểu sao lúc đó mình nghĩ ông này sớm muộn cũng bỏ vợ, hôm nay đọc tin này cũng không thấy lạ (môi trường làm việc có quá nhiều cám dỗ mà bản thân chưa đủ bản lĩnh để thích nghi thật đáng tiếc).",1,train,0
2582,ghép ảnh lỗi vl,1,train,0
39670," tuy nhiên, thông tin về hội thảo này không được chính quyền việt nam phổ biến rộng rãi. từ đó đến nay, qua tám năm cũng không thấy họ nhắc gì về các động thái tiếp theo. rất khó có khả năng để chính quyền việt nam sớm tham gia công ước này trong khi chỉ vài năm trở lại đây, họ đã thực hiện tới ba vụ bắt cóc mang tính điển hình vi phạm các quy định trong công ước này",1,train,0
2924,Hanh Viet đấy là những biểu hiện của những đứa tretrau chính hiệu đấy bạn ạ. Thề vào page nào cũng thấy cực kì tp 😑,1,train,0
2171,Con Chim Non thể loại gì vậy???,0,train,1
20429,Lona Trần má đừng có nhớ tới kao trong những khoảnh khắc nhạy cảm nha mạiiii. Má hơi gê ák...,0,train,1
15238,Giang Thanh :)) núp vcl,0,train,1
26299,Nhan sắc đời thường (ảnh cuối) bình thường quá. Tóc khô xấu. Hy vọng em sẽ hoàn thiện bản thân.,1,train,0
42679,"dự án 2.700 tỷ ở hưng yên được giao chủ đầu tư không qua đấu thầu ngày 26/2, cơ quan cảnh sát điều tra bộ công an đã ra các quyết định khởi tố bị can, lệnh bắt bị can để tạm giam đối với ông nguyễn văn hậu – chủ tịch hđqt công ty cp tập đoàn phúc sơn cùng 5 người khác. kết quả điều tra ban đầu xác định chủ tịch tập đoàn phúc sơn và các bị can đã có các hành vi giả mạo, khai man, để ngoài sổ sách kế toán doanh thu, tài sản liên quan… gây thiệt hại đặc biệt nghiêm trọng cho nhà nước",0,train,1
43841,"truyện cười nghề nghiệp (29) (phiên bản dành riêng cho triết gia - 1) * 271) giống và khác trong bữa tiệc, chính trị gia đến gặp một nhà văn và nói: - anh biết sao không, tôi nghĩ nghề nghiệp của hai chúng ta rất giống nhau, đều là vẽ ra những thứ mà người khác muốn tin. “phải, nhưng độc giả tin vào tác phẩm chứ không tin tôi, vậy nên khi tôi chết thì tác phẩm của tôi vẫn sống. còn nếu cử tri biết ông lừa dối họ, thì cũng là lúc với họ ông đã chết rồi",1,train,0
12165,Nghe rất yếu sinh lý nhưng yếu cả toán văn anh,0,train,1
4387,Hoàng Văn Thuận nên xử bắn hed,1,train,0
291,Phúc Báo làm kiểu ta đây giàu đi chơi du lịch qua mấy vùng dịch chơi ấy mà,1,train,0
6453,"mẹ, sao bộ k mở cửa hàng kinh doanh bán bình luôn cho dân, ko lại phạt vì mua phải bình đểu :)))",1,train,0
2865,Bọn rẻ tiền này mà nhà nước muốn đập thì chúng nó chết từ vài năm trc rồi,1,train,0
30698,Chỉ những người vô trách nhiệm mới đẻ nhiều mà không nuôi được con trẻ. Những người trọng nam khinh nữ là những người vô trách nhiệm nhất.,1,train,0
4303,Ngu xuẩn nhất nhì là TT Mỹ (thơ trần đăng khoa),1,train,0
38410,"hai công an thuê phòng nghỉ và nữ nhân viên rồi cùng bay lắc ngày 4/3, tand tp hà nội tuyên phạt đỗ trung hưng (sn 1991) án 7 năm tù; lê anh tuấn (sn 1985), cùng là cựu cán bộ công an ở hà nội, án 6 năm 6 tháng tù về tội ""tổ chức sử dụng trái phép chất ma túy"". cùng vụ án, bị cáo đỗ quang vinh (sn 1986, chủ khách sạn palermo, ở thị trấn đại nghĩa, huyện mỹ đức, hà nội) mức án 8 năm 6 tháng tù và đỗ thị huyền (sn 1989, nhân viên lễ tân) 7 năm tù về tội ""chứa chấp việc sử dụng trái phép chất ma túy"". công an là những thanh kiếm, lá chắn của đảng",1,train,0
4104,Có tiền rồi nói gì cũng chuẩn chị ạ :)),1,train,0
12059,Hiền Mẹ Tien Vu haizzzz,0,train,1
40539,"..), với nhiều loại hình, chất liệu, niên đại, chủ thể, địa phương",0,train,1
40735,"lê đức anh: kẻ đã khoá tay đồng đội cho giặc tập bắn tên tuổi tướng lê đức anh gắn liền với trận thảm sát tại đảo gạc ma, thuộc quần đảo trường sa của việt nam, trong sự kiện ngày 14/3/1988. sự đớn hèn qua việc chỉ thị không bắn và giữ tình hữu hảo có kết quả là 64 bộ đội việt nam đã làm bia sống cho giặc bắn và vùi thân vào lòng biển. đổi lại, sau này lê đức anh được lên làm chủ tịch nước",1,train,0
4739,Ý thức không bằng cả Huấn râu gì. Chán,1,train,0
13015,khi mày mặc quần trong đắt hơn quần ngoài :)),0,train,1
40062," “hai huấn lịnh này được xem như là môt thành công vượt bực của hội thánh nói riêng, và chính sách của chánh phủ vn nói chung. đó là việc đồng đạo hải ngoại đã bắt đầu tự động trở về phục tùng hội thánh, còn nhà nước chxhcnvn qua ban tôn giáo chính phủ có thể xem như đã thành công thi hành nghị quyết 36. tóm lại, đây là một biến cố rất quan trọng trong lịch sử cao đài tòa thánh tây ninh",1,train,0
4702,My Trần ủa ụ á 😂,1,train,0
1827,Đm m hồ khang ạ,1,train,0
5453,Tài bọn ranh con riết cứ như armu chán ghê :))),1,train,0
17861,Nhưng phải phân biệt người VN với người Việt cọng vì người Việt Cọng cai trị người VN . Người Việt Cọng tàn ác với người VN hơn thực dân.,0,train,1
42747,"""ông phil robertson trong tin nhắn gửi đài á châu tự do (rfa) ngày 26/1 khẳng định, phát ngôn của chính bộ ngoại giao đúng như những gì ông tiên đoán họ sẽ nói ra, đó là ""phủ nhận mọi chuyện và tấn công người đưa tin."" ""đây là biện pháp bảo vệ cuối cùng của một chính phủ đã có bước lùi xa về nhân quyền đến mức họ thực sự không còn lý do chính đáng nào để tuyên bố rằng họ tuân theo bất kỳ công ước nhân quyền quốc tế nào mà họ đã phê chuẩn. mọi quyền dân sự và chính trị, dù là quyền tự do ngôn luận, quyền hội họp hay quyền tự do lập hội, đều đang bị chính quyền việt nam vi phạm một cách có hệ thống,” ông phil nhấn mạnh",1,train,0
7467,Thăng đần phát biểu,1,train,0
19940,Ông bà ta có câu giang sang dễ đổi bản tánh khó rời. Chùi cho đã đi xin lỗi tiếp nhe,1,train,0
43835," song để phục vụ dự án và mục đích cuối cùng là tạo ra nhiều công ăn việc làm cho người dân, tăng gdp cho tỉnh thì chuyện thu hồi con đường đã được tính đến. và trên thực tế trong phê duyệt quy hoạch của thủ tướng chính phủ đối với dự án kcn wha thì đã bao gồm việc thu hồi con đường. để tạo sự đồng thuận cho người dân, tránh các xung đột không đáng có, ubnd tỉnh nghệ an, các ngành chức năng đã tổ chức đối thoại, vận dụng các nguồn kinh phí để thực hiện một số chính sách, đảm bảo đời sống dân sinh cho người dân trên địa bàn",0,train,1
12967,Nhật và các nước tư bản cực kỳ coi trọng những ng làm nghề lao động chân tay thế này và được ưu ái ko khác gì ng có công với cách mạng ở VN vì Họ hi sinh để nhường cơ hội ngồi điều hoà làm bàn giấy cho chúng ta,0,train,1
17507,Sai thế đéo nào dc.,0,train,1
2221,Võ Xuân Hoan điên hả m,1,train,0
5047,Minh Nhật chuẩn cmnr. Jack tuổi j so dislike :))) haha. K atm là ca sĩ duy nhất trên thế giới mà k cần hát mà,1,train,0
20020,Những người giàu thường như thế,0,train,1
512,Chó cắn lũ nhà nc vn,1,train,0
42939," bên cạnh việc sụt cân có lúc chỉ còn 40 kg (so với 75 kg lúc chưa bị bắt), một số răng của ông cũng đã lung lay khi phải ăn đồ khô ngâm nước lạnh vì không có nước sôi.""",1,train,0
27975,"Năm nào cũng cải cách, học nhiều quá riết tụi nhỏ bị khủng hoảng tinh thần luôn, cấp 1 thì chỉ bắt đầu tập đọc, viết, tính toán đơn giản thôi, quan trọng phải cho tụi nhỏ phát triển thể chất, rèn luyện kỹ năng sống. Học cho lắm môn vào rồi cuối cùng có vận dụng dc vào cuộc sống đâu.",1,train,0
41276,""" nghe xong câu đó, tôi chỉ biết ngậm ngùi câm nín..",0,train,1
31697,"dễ gì ăn được của bảo hiểm, họ có hàng ngàn phương thức giám sát và theo dõi bạn tất tần tật, bạn khám ở đâu, bệnh gì, cố ý thương tích hay bị thật. Nếu họ không có nghiệp vụ như vậy thì bị đền cho sạt nghiệp à",0,train,1
3979,Chị ba vàng là chị chó phèn ak haha,1,train,0
15622,Nói thật là em là nghề md. Hôm qua gặp 2 thằng ham lon nhanh quá thiếu tền. Anh em nghĩa hiệp 4 phương 8 hướng trả công bằng cho em với :'(,1,train,0
40592," từ california (hoa kỳ), tiến sỹ nguyễn bá tùng, trưởng ban điều hành của mạng lưới nhân quyền việt nam phát biểu với đài á châu tự do (rfa) cho rằng, những hành động này chỉ để ""làm đẹp hình ảnh của việt nam trên trường thế giới."" [.",1,train,0
7070,Chết là phải toàn thành phần óc chó đua xe không,1,train,0
27192,"Thôi rồi nhiễm covid thì làm sao đủ sức ""tranh luân "" tiếp với Binden ",1,train,0
230,Thôi xong này khỏi đi học,0,train,1
19898,Thanh Bình ít nhất k có cái suy nghĩ chơi vs bêđê :)),0,train,1
31459,nắm bắt dc thị hiếu và tính tò mò của con người thôi . Âu cũng do cái thói ham của lạ của độc chạy theo thị hiếu của NTD thôi,0,train,1
12900,Hành trình này cần người cùng bước chung lối và mình thì đéo có ai :)),0,train,1
20309,Áo xịn quá Abe!,0,train,1
42827,"làm chủ suy nghĩ, lời nói, hành động. dám chịu trách nhiệm và dám đứng ra bảo vệ cho mọi quyết định của mình. đó là bản lĩnh tối thiểu của một người làm chính trị, giúp tạo ra cái gọi là danh dự của một chính khách",0,train,1
